Site;Zone;Zone.Abb;LAT;LONG;Habitat;FirstSurvey;FirstSurveyDate;Count;Total
KWM2;KIWAWA MASIA;;-4,706496;17,910907;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM3;KIWAWA MASIA;;-4,706146;17,911254;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM3;KIWAWA MASIA;;-4,706146;17,911254;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM3;KIWAWA MASIA;;-4,706146;17,911254;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM4;KIWAWA MASIA;;-4,70588;17,91143;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM4;KIWAWA MASIA;;-4,70588;17,91143;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM4;KIWAWA MASIA;;-4,70588;17,91143;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM5;KIWAWA MASIA;;-4,699613;17,912448;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM5;KIWAWA MASIA;;-4,699613;17,912448;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM5;KIWAWA MASIA;;-4,699613;17,912448;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM6;KIWAWA MASIA;;-4,699511;17,912769;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM6;KIWAWA MASIA;;-4,699511;17,912769;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM6;KIWAWA MASIA;;-4,699511;17,912769;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM7;KIWAWA MASIA;;-4,699482;17,913078;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM7;KIWAWA MASIA;;-4,699482;17,913078;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM7;KIWAWA MASIA;;-4,699482;17,913078;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM8;KIWAWA MASIA;;-4,699366;17,913549;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM8;KIWAWA MASIA;;-4,699366;17,913549;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KWM8;KIWAWA MASIA;;-4,699366;17,913549;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;3;0
KZM1;KIKONZI MUFWENGE;;-4,570909;17,966267;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;1
KZM1;KIKONZI MUFWENGE;;-4,570909;17,966267;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;1
KZM2;KIKONZI MUFWENGE;;-4,570654;17,966087;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KZM2;KIKONZI MUFWENGE;;-4,570654;17,966087;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KZM3;KIKONZI MUFWENGE;;-4,570434;17,96585;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KZM3;KIKONZI MUFWENGE;;-4,570434;17,96585;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KZM4;KIKONZI MUFWENGE;;-4,570322;17,965576;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;1
KZM4;KIKONZI MUFWENGE;;-4,570322;17,965576;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;1
KZM5;KIKONZI MUFWENGE;;-4,573083;17,959508;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KZM5;KIKONZI MUFWENGE;;-4,573083;17,959508;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KZM6;KIKONZI MUFWENGE;;-4,573453;17,959548;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KZM6;KIKONZI MUFWENGE;;-4,573453;17,959548;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KZM7;KIKONZI MUFWENGE;;-4,57381;17,959579;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KZM7;KIKONZI MUFWENGE;;-4,57381;17,959579;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KZM8;KIKONZI MUFWENGE;;-4,574209;17,959606;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KZM8;KIKONZI MUFWENGE;;-4,574209;17,959606;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
LUL01;Lulau;;-4,304322;17,918196;Village;Selby August 2016;8/25/16;1;0
LUL02;Lulau;;-4,304541;17,917349;Village;Selby August 2016;8/25/16;1;0
LUL03;Lulau;;-4,303661;17,917278;Village;Selby August 2016;8/25/16;1;0
LUL04;Lulau;;-4,303431;17,918263;Village;Selby August 2016;8/25/16;1;0
LUL05;Lulau;;-4,303418;17,919687;Village;Selby August 2016;8/25/16;1;0
LUL06;Lulau;;-4,301966;17,917559;Village;Selby August 2016;8/25/16;1;0
LUL07;Lulau;;-4,300963;17,916513;Village;Selby August 2016;8/25/16;1;0
LUL08;Lulau;;-4,299155;17,915805;Village;Selby August 2016;8/25/16;1;0
LUL09;Lulau;;-4,299649;17,925501;Fishpond;Selby August 2016;8/25/16;1;0
LUL1;LULAU;;-4,831917;18,118756;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
LUL1;LULAU;;-4,831917;18,118756;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
LUL10;Lulau;;-4,299292;17,926166;Fishpond;Selby August 2016;8/25/16;1;0
LUL11;Lulau;;-4,298404;17,927447;Fishpond;Selby August 2016;8/25/16;1;0
LUL12;Lulau;;-4,299345;17,927476;Fishpond;Selby August 2016;8/25/16;1;0
LUL13;Lulau;;-4,305733;17,911075;Fishpond;Selby August 2016;8/25/16;1;0
LUL14;Lulau;;-4,306584;17,910669;Fishpond;Selby August 2016;8/25/16;1;0
LUL15;Lulau;;-4,307769;17,910769;Fishpond;Selby August 2016;8/25/16;1;1
LUL16;Lulau;;-4,306992;17,910963;Fishpond;Selby August 2016;8/25/16;1;0
LUL2;LULAU;;-4,307031;17,910757;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
LUL2;LULAU;;-4,307031;17,910757;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
LUL3;LULAU;;-4,307932;17,910777;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
LUL3;LULAU;;-4,307932;17,910777;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
LUL4;LULAU;;-4,308748;17,910385;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
LUL4;LULAU;;-4,308748;17,910385;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
LUL5;LULAU;;-4,305102;17,917137;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
LUL5;LULAU;;-4,305102;17,917137;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
LUL6;LULAU;;-4,304314;17,917573;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
LUL6;LULAU;;-4,304314;17,917573;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
LUL7;LULAU;;-4,303447;17,91735;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
LUL7;LULAU;;-4,303447;17,91735;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
LUL8;LULAU;;-4,302734;17,917905;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
LUL8;LULAU;;-4,302734;17,917905;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
MAL01;MALELE;;-4,316979;17,830055;River;May 2017 Survey;5/14/17;2;1
MAL01;MALELE;;-4,316979;17,830055;River;May 2017 Survey;5/14/17;2;1
MAL02;MALELE;;-4,317222;17,829245;River;May 2017 Survey;5/14/17;2;0
MAL02;MALELE;;-4,317222;17,829245;River;May 2017 Survey;5/14/17;2;0
MAL03;MALELE;;-4,317394;17,828672;River;May 2017 Survey;5/14/17;2;1
MAL03;MALELE;;-4,317394;17,828672;River;May 2017 Survey;5/14/17;2;1
MAL04;MALELE;;-4,317567;17,828122;River;May 2017 Survey;5/14/17;2;2
MAL04;MALELE;;-4,317567;17,828122;River;May 2017 Survey;5/14/17;2;2
MAL05;MALELE;;-4,316745;17,827535;River;May 2017 Survey;5/14/17;2;0
MAL05;MALELE;;-4,316745;17,827535;River;May 2017 Survey;5/14/17;2;0
MAL06;MALELE;;-4,316585;17,827928;River;May 2017 Survey;5/14/17;2;0
MAL06;MALELE;;-4,316585;17,827928;River;May 2017 Survey;5/14/17;2;0
MAL07;MALELE;;-4,316227;17,828668;River;May 2017 Survey;5/14/17;2;9
MAL07;MALELE;;-4,316227;17,828668;River;May 2017 Survey;5/14/17;2;9
MAL08;MALELE;;-4,316107;17,82915;River;May 2017 Survey;5/14/17;2;0
MAL08;MALELE;;-4,316107;17,82915;River;May 2017 Survey;5/14/17;2;0
MAN01;Mani;;-4,494907;17,686651;River;Inzia T0;7/10/17;1;0
MAN01M;MANI;;-4,494087;17,692579;Tributary;May 2017 Survey;5/12/17;1;0
MAN02;Mani;;-4,495163;17,686555;River;Inzia T0;7/10/17;1;0
MAN02M;MANI;;-4,494106;17,692312;Tributary;May 2017 Survey;5/12/17;1;0
MAN03;Mani;;-4,495327;17,686361;River;Inzia T0;7/10/17;1;0
MAN03M;MANI;;-4,494305;17,69212;Tributary;May 2017 Survey;5/12/17;1;0
MAN04;Mani;;-4,49503;17,686782;River;Inzia T0;7/10/17;1;0
MAN04M;MANI;;-4,494742;17,69202;Tributary;May 2017 Survey;5/12/17;1;0
MAN05;Mani;;-4,495065;17,686973;River;Inzia T0;7/10/17;1;0
MAN05M;MANI;;-4,494918;17,692047;Tributary;May 2017 Survey;5/12/17;1;0
MAN06;Mani;;-4,495095;17,687224;River;Inzia T0;7/10/17;1;0
MAN07;Mani;;-4,495148;17,687442;River;Inzia T0;7/10/17;1;0
MAN08;Mani;;-4,495127;17,687586;River;Inzia T0;7/10/17;1;0
MB01;Mokamo Ponds B;;-4,347188;17,953753;Pond;;7/24/17;1;0
MB02;Mokamo Ponds B;;-4,347233;17,953051;Pond;;7/24/17;1;2
MB03;Mokamo Ponds B;;-4,347061;17,952506;Pond;;7/24/17;1;0
MB04;Mokamo Ponds B;;-4,3478;17,952297;Pond;;7/24/17;1;1
MB05;Mokamo Ponds B;;-4,348606;17,951819;Pond;;7/24/17;1;3
MB06;Mokamo Ponds B;;-4,348982;17,951178;Pond;;7/24/17;1;2
MB07;Mokamo Ponds B;;-4,349599;17,950768;Pond;;7/24/17;1;0
MB08;Mokamo Ponds B;;-4,350431;17,950749;Pond;;7/24/17;1;0
MB09;Mokamo Ponds B;;-4,351406;17,95077;Pond;;7/24/17;1;1
MB10;Mokamo Ponds B;;-4,347275;17,953967;Pond;;7/24/17;1;2
MBA01;Mbanza;;-4,704137;17,98369;;T0;6/29/15;8;28
MBA01;Mbanza;;-4,704137;17,98369;;T0;6/29/15;8;28
MBA01;Mbanza;;-4,704137;17,98369;;T0;6/29/15;8;28
MBA01;Mbanza;;-4,704137;17,98369;;T0;6/29/15;8;28
MBA01;Mbanza;;-4,704137;17,98369;;T0;6/29/15;8;28
MBA01;Mbanza;;-4,704137;17,98369;;T0;6/29/15;8;28
MBA01;Mbanza;;-4,704137;17,98369;;T0;6/29/15;8;28
MBA01;Mbanza;;-4,704137;17,98369;;T0;6/29/15;8;28
MBA02;Mbanza;;-4,703472;17,984278;;T0;6/29/15;8;3
MBA02;Mbanza;;-4,703472;17,984278;;T0;6/29/15;8;3
MBA02;Mbanza;;-4,703472;17,984278;;T0;6/29/15;8;3
MBA02;Mbanza;;-4,703472;17,984278;;T0;6/29/15;8;3
MBA02;Mbanza;;-4,703472;17,984278;;T0;6/29/15;8;3
MBA02;Mbanza;;-4,703472;17,984278;;T0;6/29/15;8;3
MBA02;Mbanza;;-4,703472;17,984278;;T0;6/29/15;8;3
MBA02;Mbanza;;-4,703472;17,984278;;T0;6/29/15;8;3
MBA03;Mbanza;;-4,703133;17,984452;;T0;6/29/15;8;0
MBA03;Mbanza;;-4,703133;17,984452;;T0;6/29/15;8;0
MBA03;Mbanza;;-4,703133;17,984452;;T0;6/29/15;8;0
MBA03;Mbanza;;-4,703133;17,984452;;T0;6/29/15;8;0
MBA03;Mbanza;;-4,703133;17,984452;;T0;6/29/15;8;0
MBA03;Mbanza;;-4,703133;17,984452;;T0;6/29/15;8;0
MBA03;Mbanza;;-4,703133;17,984452;;T0;6/29/15;8;0
MBA03;Mbanza;;-4,703133;17,984452;;T0;6/29/15;8;0
MBA04;Mbanza;;-4,70256;17,985113;;T0;6/29/15;8;2
MBA04;Mbanza;;-4,70256;17,985113;;T0;6/29/15;8;2
MBA04;Mbanza;;-4,70256;17,985113;;T0;6/29/15;8;2
MBA04;Mbanza;;-4,70256;17,985113;;T0;6/29/15;8;2
MBA04;Mbanza;;-4,70256;17,985113;;T0;6/29/15;8;2
MBA04;Mbanza;;-4,70256;17,985113;;T0;6/29/15;8;2
MBA04;Mbanza;;-4,70256;17,985113;;T0;6/29/15;8;2
MBA04;Mbanza;;-4,70256;17,985113;;T0;6/29/15;8;2
MBA05;Mbanza;;-4,701657;17,985448;;T0;6/29/15;8;0
MBA05;Mbanza;;-4,701657;17,985448;;T0;6/29/15;8;0
MBA05;Mbanza;;-4,701657;17,985448;;T0;6/29/15;8;0
MBA05;Mbanza;;-4,701657;17,985448;;T0;6/29/15;8;0
MBA05;Mbanza;;-4,701657;17,985448;;T0;6/29/15;8;0
MBA05;Mbanza;;-4,701657;17,985448;;T0;6/29/15;8;0
MBA05;Mbanza;;-4,701657;17,985448;;T0;6/29/15;8;0
MBA05;Mbanza;;-4,701657;17,985448;;T0;6/29/15;8;0
MBA06;Mbanza;;-4,701068;17,985713;;T0;6/29/15;8;40
MBA06;Mbanza;;-4,701068;17,985713;;T0;6/29/15;8;40
MBA06;Mbanza;;-4,701068;17,985713;;T0;6/29/15;8;40
MBA06;Mbanza;;-4,701068;17,985713;;T0;6/29/15;8;40
MBA06;Mbanza;;-4,701068;17,985713;;T0;6/29/15;8;40
MBA06;Mbanza;;-4,701068;17,985713;;T0;6/29/15;8;40
MBA06;Mbanza;;-4,701068;17,985713;;T0;6/29/15;8;40
MBA06;Mbanza;;-4,701068;17,985713;;T0;6/29/15;8;40
MBA07;Mbanza;;-4,700543;17,986205;;T0;6/29/15;8;1
MBA07;Mbanza;;-4,700543;17,986205;;T0;6/29/15;8;1
MBA07;Mbanza;;-4,700543;17,986205;;T0;6/29/15;8;1
MBA07;Mbanza;;-4,700543;17,986205;;T0;6/29/15;8;1
MBA07;Mbanza;;-4,700543;17,986205;;T0;6/29/15;8;1
MBA07;Mbanza;;-4,700543;17,986205;;T0;6/29/15;8;1
MBA07;Mbanza;;-4,700543;17,986205;;T0;6/29/15;8;1
MBA07;Mbanza;;-4,700543;17,986205;;T0;6/29/15;8;1
MBA08;Mbanza;;-4,704915;17,983592;;T0;6/29/15;8;2
MBA08;Mbanza;;-4,704915;17,983592;;T0;6/29/15;8;2
MBA08;Mbanza;;-4,704915;17,983592;;T0;6/29/15;8;2
MBA08;Mbanza;;-4,704915;17,983592;;T0;6/29/15;8;2
MBA08;Mbanza;;-4,704915;17,983592;;T0;6/29/15;8;2
MBA08;Mbanza;;-4,704915;17,983592;;T0;6/29/15;8;2
MBA08;Mbanza;;-4,704915;17,983592;;T0;6/29/15;8;2
MBA08;Mbanza;;-4,704915;17,983592;;T0;6/29/15;8;2
MBD01;Mumbanda;;-4,561571;17,6941;River;FebMar 2017;3/6/17;1;0
MBD02;Mumbanda;;-4,561666;17,694631;River;FebMar 2017;3/6/17;1;0
MBD03;Mumbanda;;-4,56151;17,69425;River;FebMar 2017;3/6/17;1;0
MBD04;Mumbanda;;-4,56231;17,694109;Forest;FebMar 2017;3/6/17;1;0
MBD05;Mumbanda;;-4,563267;17,69327;Forest;FebMar 2017;3/6/17;1;0
MBD06;Mumbanda;;-4,563819;17,69268;Forest;FebMar 2017;3/6/17;1;0
MBD07;Mumbanda;;-4,564602;17,692111;Forest edge;FebMar 2017;3/6/17;1;0
MBD08;Mumbanda;;-4,564696;17,691911;Village;FebMar 2017;3/6/17;1;0
MBD09;Mumbanda;;-4,564724;17,691241;Village;FebMar 2017;3/6/17;1;0
MBD10;Mumbanda;;-4,563003;17,684962;Fishpond;FebMar 2017;3/6/17;1;0
MBD11;Mumbanda;;-4,562869;17,684383;Fishpond;FebMar 2017;3/6/17;1;0
MBD12;Mumbanda;;-4,563225;17,684104;Fishpond;FebMar 2017;3/6/17;1;0
MBD13;Mumbanda;;-4,563478;17,684503;Fishpond;FebMar 2017;3/6/17;1;0
MBD14;Mumbanda;;-4,562645;17,685238;Forest;FebMar 2017;3/6/17;1;0
MBE01;MBENDE VILLAGE;;-4,285639;17,857924;River;May 2017 Survey;5/16/17;2;2
MBE01;MBENDE VILLAGE;;-4,285639;17,857924;River;May 2017 Survey;5/16/17;2;2
MBE02;MBENDE VILLAGE;;-4,285496;17,857743;River;May 2017 Survey;5/16/17;2;2
MBE02;MBENDE VILLAGE;;-4,285496;17,857743;River;May 2017 Survey;5/16/17;2;2
MBE03;MBENDE VILLAGE;;-4,285368;17,857651;River;May 2017 Survey;5/16/17;2;4
MBE03;MBENDE VILLAGE;;-4,285368;17,857651;River;May 2017 Survey;5/16/17;2;4
MBE04;MBENDE VILLAGE;;-4,285174;17,857117;River;May 2017 Survey;5/16/17;2;1
MBE04;MBENDE VILLAGE;;-4,285174;17,857117;River;May 2017 Survey;5/16/17;2;1
MBE05;MBENDE VILLAGE;;-4,28509;17,856782;River;May 2017 Survey;5/16/17;2;1
MBE05;MBENDE VILLAGE;;-4,28509;17,856782;River;May 2017 Survey;5/16/17;2;1
MBE06;MBENDE VILLAGE;;-4,285029;17,856603;River;May 2017 Survey;5/16/17;2;2
MBE06;MBENDE VILLAGE;;-4,285029;17,856603;River;May 2017 Survey;5/16/17;2;2
MBE07;MBENDE VILLAGE;;-4,284415;17,854822;River;May 2017 Survey;5/16/17;2;0
MBE07;MBENDE VILLAGE;;-4,284415;17,854822;River;May 2017 Survey;5/16/17;2;0
MBE08;MBENDE VILLAGE;;-4,283867;17,85514;River;May 2017 Survey;5/16/17;2;3
MBE08;MBENDE VILLAGE;;-4,283867;17,85514;River;May 2017 Survey;5/16/17;2;3
MBU01;Mbuzingombe;;-4,715343;18,121812;Fishpond;Selby August 2016;8/26/16;1;0
MBU02;Mbuzingombe;;-4,715494;18,121224;Fishpond;Selby August 2016;8/26/16;1;0
MBU03;Mbuzingombe;;-4,715438;18,120474;Fishpond;Selby August 2016;8/26/16;1;0
MBU04;Mbuzingombe;;-4,716007;18,120017;Fishpond;Selby August 2016;8/26/16;1;0
MBU05;Mbuzingombe;;-4,721905;18,117059;Village;Selby August 2016;8/26/16;1;0
MBU06;Mbuzingombe;;-4,722795;18,11728;Village;Selby August 2016;8/26/16;1;0
MBU07;Mbuzingombe;;-4,723612;18,11764;Village;Selby August 2016;8/26/16;1;0
MBU08;Mbuzingombe;;-4,724294;18,118228;Village;Selby August 2016;8/26/16;1;0
MBU09;Mbuzingombe;;-4,723539;18,108771;Fishpond;Selby August 2016;8/26/16;1;0
MBU10;Mbuzingombe;;-4,723528;18,107951;Fishpond;Selby August 2016;8/26/16;1;0
MBU11;Mbuzingombe;;-4,723485;18,107168;Fishpond;Selby August 2016;8/26/16;1;0
MBU12;Mbuzingombe;;-4,722429;18,106622;Fishpond;Selby August 2016;8/26/16;1;0
MBU13;Mbuzingombe;;-4,722579;18,115652;Village;Selby August 2016;8/26/16;1;0
MBU14;Mbuzingombe;;-4,722516;18,116661;Village;Selby August 2016;8/26/16;1;0
MBU15;Mbuzingombe;;-4,724188;18,117009;Village;Selby August 2016;8/26/16;1;0
MBU16;Mbuzingombe;;-4,725665;18,116987;Village;Selby August 2016;8/26/16;1;0
MC01;Mokamo Ponds C;;-4,357204;17,958822;Pond;;7/24/17;1;0
MC02;Mokamo Ponds C;;-4,357185;17,958017;Pond;;7/24/17;1;0
MC03;Mokamo Ponds C;;-4,357185;17,958017;Pond;;7/24/17;1;0
MC04;Mokamo Ponds C;;-4,357271;17,95762;Pond;;7/24/17;1;0
MC05;Mokamo Ponds C;;-4,356635;17,957311;Pond;;7/24/17;1;0
MC06;Mokamo Ponds C;;-4,356877;17,95674;Pond;;7/24/17;1;0
MC07;Mokamo Ponds C;;-4,356834;17,956367;Pond;;7/24/17;1;0
MC08;Mokamo Ponds C;;-4,357213;17,95566;Pond;;7/24/17;1;0
MC09;Mokamo Ponds C;;-4,35696;17,955134;Pond;;7/24/17;1;0
MC10;Mokamo Ponds C;;-4,356617;17,954589;Pond;;7/24/17;1;0
MG01;Mokamo Ponds G;;-4,313382;17,956617;Pond;;7/24/17;1;0
MG02;Mokamo Ponds G;;-4,313746;17,956897;Pond;;7/24/17;1;0
MG03;Mokamo Ponds G;;-4,314076;17,957298;Pond;;7/24/17;1;0
MG04;Mokamo Ponds G;;-4,314517;17,95764;Pond;;7/24/17;1;0
MG05;Mokamo Ponds G;;-4,314242;17,958116;Pond;;7/24/17;1;0
MG06;Mokamo Ponds G;;-4,315047;17,958085;Pond;;7/24/17;1;0
MG07;Mokamo Ponds G;;-4,31545;17,958483;Pond;;7/24/17;1;0
MG08;Mokamo Ponds G;;-4,315241;17,959159;Pond;;7/24/17;1;0
MG09;Mokamo Ponds G;;-4,312509;17,956333;Pond;;7/24/17;1;0
MG10;Mokamo Ponds G;;-4,312124;17,956089;Pond;;7/24/17;1;0
MG11;Mokamo Ponds G;;-4,312436;17,955546;Pond;;7/24/17;1;0
MG12;Mokamo Ponds G;;-4,312328;17,955229;Pond;;7/24/17;1;0
MG13;Mokamo Ponds G;;-4,31242;17,954933;Pond;;7/24/17;1;0
MG14;Mokamo Ponds G;;-4,312355;17,95447;Pond;;7/24/17;1;0
MG15;Mokamo Ponds G;;-4,31207;17,954444;Pond;;7/24/17;1;0
MG16;Mokamo Ponds G;;-4,311838;17,954864;Pond;;7/24/17;1;0
MG17;Mokamo Ponds G;;-4,312042;17,954892;Pond;;7/24/17;1;0
MH01;Mokamo Ponds H;;-4,329081;17,946858;Pond;;7/22/17;1;0
MH02;Mokamo Ponds H;;-4,328785;17,946094;Pond;;7/22/17;1;0
MH03;Mokamo Ponds H;;-4,328524;17,945273;Pond;;7/22/17;1;0
MH04;Mokamo Ponds H;;-4,327816;17,944632;Pond;;7/22/17;1;0
MI01;Mokamo Ponds I;;-4,337312;17,937619;Pond;;7/22/17;1;0
MI02;Mokamo Ponds I;;-4,337259;17,937342;Pond;;7/22/17;1;0
MI03;Mokamo Ponds I;;-4,337269;17,937031;Pond;;7/22/17;1;0
MI04;Mokamo Ponds I;;-4,336882;17,936647;Pond;;7/22/17;1;0
MI05;Mokamo Ponds I;;-4,33653;17,936677;Pond;;7/22/17;1;0
MI06;Mokamo Ponds I;;-4,336135;17,936467;Pond;;7/22/17;1;0
MI07;Mokamo Ponds I;;-4,335076;17,93613;Pond;;7/22/17;1;0
MI08;Mokamo Ponds I;;-4,334633;17,93603;Pond;;7/22/17;1;0
MI09;Mokamo Ponds I;;-4,334709;17,936544;Pond;;7/22/17;1;0
MI10;Mokamo Ponds I;;-4,334662;17,936905;Pond;;7/22/17;1;0
MIB01;MIBUZI;;-4,480941;17,670888;River;Inzia T0;7/10/17;1;0
MIB01M;MIBUZI;;-4,480915;17,670906;River;May 2017 Survey;5/12/17;1;0
MIB01R;MIMBONDO;;-4,67482;17,896838;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
MIB01R;MIMBONDO;;-4,67482;17,896838;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
MIB02;MIBUZI;;-4,480978;17,670739;River;Inzia T0;7/10/17;1;0
MIB02M;MIBUZI;;-4,480975;17,670513;River;May 2017 Survey;5/12/17;1;0
MIB02R;MIMBONDO;;-4,67445;17,896016;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
MIB02R;MIMBONDO;;-4,67445;17,896016;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
MIB03;MIBUZI;;-4,480975;17,670562;River;Inzia T0;7/10/17;1;0
MIB03M;MIBUZI;;-4,481077;17,67009;River;May 2017 Survey;5/12/17;1;0
MIB03R;MIMBONDO;;-4,673907;17,895291;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
MIB03R;MIMBONDO;;-4,673907;17,895291;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
MIB04;MIBUZI;;-4,481022;17,670109;River;Inzia T0;7/10/17;1;0
MIB04M;MIBUZI;;-4,481112;17,669234;River;May 2017 Survey;5/12/17;1;0
MIB04R;MIMBONDO;;-4,673008;17,895249;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
MIB04R;MIMBONDO;;-4,673008;17,895249;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
MIB05;MIBUZI;;-4,481026;17,66985;River;Inzia T0;7/10/17;1;0
MIB05M;MIBUZI;;-4,480922;17,671254;River;May 2017 Survey;5/12/17;1;0
MIB05R;MIMBONDO;;-4,679998;17,899971;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
MIB05R;MIMBONDO;;-4,679998;17,899971;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
MIB06;MIBUZI;;-4,481109;17,669585;River;Inzia T0;7/10/17;1;0
MIB06M;MIBUZI;;-4,480562;17,672286;River;May 2017 Survey;5/12/17;1;0
MIB06R;MIMBONDO;;-4,680246;17,899106;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
MIB06R;MIMBONDO;;-4,680246;17,899106;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
MIB07;MIBUZI;;-4,481147;17,669169;River;Inzia T0;7/10/17;1;0
MIB07M;MIBUZI;;-4,48117;17,668636;River;May 2017 Survey;5/12/17;1;0
MIB07R;MIMBONDO;;-4,681111;17,898882;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
MIB07R;MIMBONDO;;-4,681111;17,898882;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
MIB08;MIBUZI;;-4,480903;17,671242;River;Inzia T0;7/10/17;1;0
MIB08R;MIMBONDO;;-4,681698;17,899563;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
MIB08R;MIMBONDO;;-4,681698;17,899563;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
MIH1;MIHETA;;-4,654789;17,839426;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;1;0
MIH2;MIHETA;;-4,65531;17,840139;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;1;0
MIH3;MIHETA;;-4,655766;17,840764;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;1;0
MIH4;MIHETA;;-4,656337;17,84141;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;1;0
MIH5;MIHETA;;-4,65876;17,835633;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;1;0
MIH6;MIHETA;;-4,659374;17,834961;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;1;0
MIH7;MIHETA;;-4,658795;17,834322;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;1;0
MIH8;MIHETA;;-4,657787;17,834266;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;1;0
MIS01;MISIMBIDI;;-4,362004;17,813731;Tributary;May 2017 Survey;5/14/17;1;0
MIS02;MISIMBIDI;;-4,362012;17,814073;Tributary;May 2017 Survey;5/14/17;1;0
