Site;Operation;DATE_.SETUP;DATE_.COLLECT;In_Out;Males;Females;Unknown;Remarks;distToTargets;NearIntervention;elevChange;trapElev;targetElev;elevDiff
3069;Surv Apr-Jun 2016;5/6/16;5/7/16;;0;0;0;;28,766043392596;Lukula;1469;344;357;-13
3070;Surv Apr-Jun 2016;5/6/16;5/7/16;;0;0;0;;28,7215943929929;Lukula;1419;344;357;-13
3071;Surv Apr-Jun 2016;5/6/16;5/7/16;;0;0;0;;28,7002536747162;Lukula;1377;344;357;-13
3072;Surv Apr-Jun 2016;5/6/16;5/7/16;;0;0;0;;28,7045456608989;Lukula;1361;344;357;-13
3073;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;19,6799662274463;Lukula;2298;378;362;16
3074;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;19,7081439540728;Lukula;2250;380;362;18
3075;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;19,7087801229189;Lukula;2233;379;362;17
3076;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;19,658418084907;Lukula;2200;378;362;16
3077;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;19,7400097632477;Lukula;2202;382;362;20
3078;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;19,7099300569378;Lukula;2196;380;362;18
3079;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;19,7426906835476;Lukula;2270;374;362;12
3080;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;19,7660074573643;Lukula;2260;374;362;12
3081;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;19,7410223490181;Lukula;2184;374;362;12
3082;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;19,7154820623306;Lukula;2264;374;362;12
3083;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;19,811292178953;Lukula;2274;374;362;12
3084;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,47986524581;Lukula;2205;367;362;5
3086;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,4911665156115;Lukula;2203;367;362;5
3087;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,4819321058188;Lukula;2231;367;362;5
3088;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,4722548281384;Lukula;2267;367;362;5
3089;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,4455129750224;Lukula;2261;367;362;5
3090;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,4366576909994;Lukula;2281;367;362;5
3091;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;1;0;;22,4514600754995;Lukula;2343;367;362;5
3092;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;1;0;;22,4412781113344;Lukula;2411;367;362;5
3093;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,3994482638093;Lukula;2413;367;362;5
3094;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,3743298239417;Lukula;2479;367;362;5
3095;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,3410729068933;Lukula;2523;367;362;5
3096;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,3095532158152;Lukula;2463;367;362;5
3097;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,2854670626791;Lukula;2479;367;362;5
3098;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,2592476753954;Lukula;2449;375;362;13
3099;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,2357811899631;Lukula;2451;377;362;15
3100;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,2198102412205;Lukula;2408;378;362;16
3101;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,1902441849655;Lukula;2476;382;362;20
3102;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,1742731808996;Lukula;2466;386;362;24
3103;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,1693846476272;Lukula;2620;388;362;26
3104;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;22,148880917395;Lukula;2691;391;362;29
3105;Surv Apr-Jun 2016;5/10/16;5/12/16;;0;0;0;;21,6373134712351;Lukula;2521;403;362;41
3106;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;13,6693921854891;Lukula;1475;411;364;47
3107;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;13,6638479011088;Lukula;1521;415;364;51
3108;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;13,7098394205966;Lukula;1475;411;364;47
3109;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;13,7523298401614;Lukula;1529;411;364;47
3110;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;13,8200440661284;Lukula;1485;413;364;49
3111;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;13,6993914657717;Lukula;1533;411;364;47
3112;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;13,65626391633;Lukula;1567;417;364;53
3113;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;13,6329270263845;Lukula;1501;433;364;69
3114;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;13,5983116241344;Lukula;1439;441;364;77
3115;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;13,5432415314073;Lukula;1434;468;364;104
3116;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;13,4784391936211;Lukula;1405;471;364;107
3117;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;13,4036364177989;Lukula;1488;482;364;118
3118;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;13,3454566519962;Lukula;1461;485;364;121
3119;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;13,3028399601767;Lukula;1421;491;364;127
3120;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;13,266360232918;Lukula;1410;496;364;132
3121;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9818027268277;Lukula;2499;358;371;-13
3122;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9845677899832;Lukula;2517;358;371;-13
3123;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9917323636131;Lukula;2477;358;371;-13
3124;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9898810497151;Lukula;2463;358;371;-13
3125;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;1;0;;24,0077711179353;Lukula;2405;358;371;-13
3126;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,0040370677134;Lukula;2439;358;371;-13
3127;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,0084956536489;Lukula;2524;365;371;-6
3128;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,0234912730676;Lukula;2486;365;371;-6
3129;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,030452530194;Lukula;2533;384;371;13
3130;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,0296577952239;Lukula;2555;390;371;19
3131;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,0212751270083;Lukula;2553;394;371;23
3132;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,0361964884892;Lukula;2499;402;371;31
3133;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,0689647579635;Lukula;2432;407;371;36
3134;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,083206710675;Lukula;2437;406;371;35
3135;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,0851236323958;Lukula;2367;406;371;35
3136;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,101689281233;Lukula;2302;409;371;38
3137;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,1417668146414;Lukula;2276;415;371;44
3138;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,1861303090108;Lukula;2234;415;371;44
3139;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,2174409270003;Lukula;2238;419;371;48
3140;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,0509058258286;Lukula;2640;358;362;-4
3141;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,0821410538738;Lukula;2644;358;362;-4
3142;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,0880624556597;Lukula;2640;358;362;-4
3143;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,0678545468203;Lukula;2586;358;362;-4
3144;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,0671835655979;Lukula;2564;358;362;-4
3145;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;24,008528053812;Lukula;2719;363;362;1
3146;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9806726917038;Lukula;2847;373;362;11
3147;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9637114883617;Lukula;2714;370;362;8
3148;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9862683849281;Lukula;2614;374;362;12
3149;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9909153592401;Lukula;2628;378;362;16
3150;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9992415311777;Lukula;2540;382;362;20
3151;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9774147113795;Lukula;2381;393;362;31
3152;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9450381190486;Lukula;2248;392;362;30
3153;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9275892510733;Lukula;2299;393;362;31
3154;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9354589698587;Lukula;2305;401;362;39
3155;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9432187782784;Lukula;2299;405;362;43
3156;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9272585834214;Lukula;2261;407;362;45
3157;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9342427101244;Lukula;2459;411;362;49
3158;Surv Apr-Jun 2016;5/11/16;5/13/16;;0;0;0;;23,9225033473194;Lukula;2474;414;362;52
3159;Surv Apr-Jun 2016;5/12/16;5/14/16;;0;0;0;;25,0910925979367;Lukula;2820;358;362;-4
3160;Surv Apr-Jun 2016;5/12/16;5/14/16;;0;0;0;;25,0639749994772;Lukula;2788;358;362;-4
3161;Surv Apr-Jun 2016;5/12/16;5/14/16;;0;0;0;;25,065616033142;Lukula;2816;358;362;-4
3162;Surv Apr-Jun 2016;5/12/16;5/14/16;;0;0;0;;25,0007886913761;Lukula;2866;358;362;-4
3163;Surv Apr-Jun 2016;5/12/16;5/14/16;;0;0;0;;24,8932993029758;Lukula;2878;358;362;-4
3164;Surv Apr-Jun 2016;5/12/16;5/14/16;;0;0;0;;24,7970072437809;Lukula;2790;358;362;-4
3165;Surv Apr-Jun 2016;5/12/16;5/14/16;;0;1;0;;24,7148408261297;Lukula;2710;358;362;-4
3166;Surv Apr-Jun 2016;5/12/16;5/14/16;;0;0;0;;24,6492165276374;Lukula;2672;360;362;-2
3167;Surv Apr-Jun 2016;5/12/16;5/14/16;;0;0;0;;24,5833634213191;Lukula;2331;405;362;43
3168;Surv Apr-Jun 2016;5/12/16;5/14/16;;0;0;0;;24,5194551373796;Lukula;2342;406;362;44
3169;Surv Apr-Jun 2016;5/12/16;5/14/16;;0;0;0;;24,4928167636693;Lukula;2346;402;362;40
3170;Surv Apr-Jun 2016;5/12/16;5/14/16;;0;0;0;;26,694404472696;Lukula;2763;353;362;-9
3171;Surv Apr-Jun 2016;5/12/16;5/14/16;;0;0;0;;26,6994303870538;Lukula;2805;353;362;-9
3172;Surv Apr-Jun 2016;5/12/16;5/14/16;;0;0;0;;26,7048282415849;Lukula;2819;353;362;-9
3173;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,5643435147281;Lukula;2433;353;362;-9
3174;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,5467910672096;Lukula;2423;353;362;-9
3175;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,5822216153364;Lukula;2413;355;362;-7
3176;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,6031914335514;Lukula;2444;358;362;-4
3177;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,5876866387085;Lukula;2410;358;362;-4
3178;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,5938170094331;Lukula;2387;357;362;-5
3179;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,5970481720889;Lukula;2461;357;362;-5
3180;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,6027465740189;Lukula;2533;359;362;-3
3181;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,6195315541988;Lukula;2583;363;362;1
3182;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,6229763459898;Lukula;2613;373;362;11
3183;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,5905282136271;Lukula;2531;385;362;23
3184;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,5836136074393;Lukula;2492;392;362;30
3185;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,5357079232695;Lukula;2532;402;362;40
3186;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,4925670594829;Lukula;2652;406;362;44
3187;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,3716115969182;Lukula;2720;410;362;48
3188;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,3558250574974;Lukula;2682;412;362;50
3189;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,3318956269774;Lukula;2787;415;362;53
3190;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,3621363617626;Lukula;2773;419;362;57
3191;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,9431907448924;Lukula;2433;353;362;-9
3193;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,9544613555754;Lukula;2441;353;362;-9
3194;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;23,9957911331497;Lukula;2485;353;362;-9
3195;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;24,0273247054874;Lukula;2471;353;362;-9
3196;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;24,0655835414824;Lukula;2445;353;362;-9
3197;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;24,106039949404;Lukula;2485;353;362;-9
3198;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;24,1584617998578;Lukula;2456;358;362;-4
3199;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;24,2022502020267;Lukula;2502;358;362;-4
3200;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;24,3223818941824;Lukula;2491;355;362;-7
3201;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;24,8961971438864;Lukula;2501;353;362;-9
3202;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;24,9107634180967;Lukula;2497;353;362;-9
3203;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;24,9480438120135;Lukula;2465;353;362;-9
3204;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;1;0;;25,026583603939;Lukula;2445;353;362;-9
3205;Surv Apr-Jun 2016;5/25/16;5/27/16;;0;0;0;;24,9941999472823;Lukula;2443;353;362;-9
3206;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;14,9569878929883;Lukula;1775;401;362;39
3207;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;14,9557588729212;Lukula;1793;401;362;39
3208;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;14,956860910465;Lukula;1761;401;362;39
3209;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,2562409109554;Lukula;1383;369;360;9
3210;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,209911536221;Lukula;1395;369;360;9
3211;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,1824010984743;Lukula;1339;369;360;9
3212;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,1428190746779;Lukula;1275;369;360;9
3213;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,0986677117665;Lukula;1263;369;360;9
3214;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,0417347801694;Lukula;1259;369;360;9
3215;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;11,843247796705;Lukula;1202;358;360;-2
3216;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;11,8591676289011;Lukula;1188;368;360;8
3217;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;11,8948489350216;Lukula;1171;365;360;5
3218;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;11,9358278883987;Lukula;1168;364;360;4
3219;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;11,9878059821572;Lukula;1215;369;360;9
3220;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,0470252597889;Lukula;1215;377;360;17
3222;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,0833489120895;Lukula;1210;380;360;20
3223;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,1372549988875;Lukula;1198;390;360;30
3224;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,2171359206081;Lukula;1194;402;360;42
3225;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;11,9619603942123;Lukula;828;360;360;0
3226;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,0074430440375;Lukula;830;362;360;2
3227;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,0665395961496;Lukula;839;357;360;-3
3228;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,1120622335791;Lukula;846;360;360;0
3229;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,1514937703167;Lukula;906;360;360;0
3230;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,1978669217088;Lukula;894;360;360;0
3231;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,2512384995517;Lukula;905;355;360;-5
3232;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,2992716273192;Lukula;901;355;360;-5
3233;Surv Apr-Jun 2016;5/26/16;5/28/16;;0;0;0;;12,3392207145006;Lukula;921;357;360;-3
3234;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,1677975910372;Lukula;1344;341;357;-16
3235;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,1473169105913;Lukula;1356;341;357;-16
3236;Surv Apr-Jun 2016;6/5/16;6/7/16;;1;1;0;;30,1400244333727;Lukula;1370;341;357;-16
3237;Surv Apr-Jun 2016;6/5/16;6/7/16;;1;0;0;;30,2112133092103;Lukula;1300;341;357;-16
3238;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,2382017465775;Lukula;1322;341;357;-16
3239;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,1924948871088;Lukula;1336;341;357;-16
3240;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,207938517353;Lukula;1380;341;357;-16
3241;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,174912144876;Lukula;1376;341;357;-16
3242;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,1495565285886;Lukula;1414;345;357;-12
3243;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,1239805004577;Lukula;1484;353;357;-4
3244;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,1417559862758;Lukula;1558;359;357;2
3245;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,167331111942;Lukula;1574;365;357;8
3246;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,1968405865904;Lukula;1560;369;357;12
3247;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,2074151980174;Lukula;1552;367;357;10
3248;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,2229285711869;Lukula;1544;365;357;8
3249;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,2301018183757;Lukula;1493;364;357;7
3250;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,2347685307494;Lukula;1419;360;357;3
3251;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,2352151628119;Lukula;1440;361;357;4
3252;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,2821312269281;Lukula;1360;361;357;4
3253;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,3167124873908;Lukula;1392;361;357;4
3254;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,3065569480377;Lukula;1479;360;357;3
3255;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;30,2894683381232;Lukula;1509;358;357;1
3256;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;31,8679417347123;Lukula;1543;340;357;-17
3257;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;31,9049183205091;Lukula;1533;340;357;-17
3258;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;31,980425379478;Lukula;1545;340;357;-17
3259;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;32,0058675511643;Lukula;1549;340;357;-17
3260;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;32,0240564093747;Lukula;1543;340;357;-17
3261;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;32,0468181546845;Lukula;1547;340;357;-17
3262;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;1;0;;32,0637889787916;Lukula;1543;340;357;-17
3263;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;32,0615937759274;Lukula;1555;340;357;-17
3264;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;31,9853858568755;Lukula;1505;340;357;-17
3265;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;38,3378807057369;Lukula;2310;333;357;-24
3266;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;38,3602977880737;Lukula;2343;332;357;-25
3267;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;38,4080538192516;Lukula;2311;332;357;-25
3268;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;38,4402278563514;Lukula;2329;338;357;-19
3269;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;38,4718559819283;Lukula;2284;341;357;-16
3270;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;38,5178459026288;Lukula;2293;338;357;-19
3271;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;38,2991268948408;Lukula;2347;334;357;-23
3272;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;38,2669585786788;Lukula;2331;338;357;-19
3273;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;38,2227010194147;Lukula;2284;339;357;-18
3274;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;38,18025068238;Lukula;2298;337;357;-20
3275;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;38,0763192242376;Lukula;2312;337;357;-20
3276;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;37,9686437080213;Lukula;2250;337;357;-20
3277;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;37,8668089815113;Lukula;2272;339;357;-18
3278;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;37,7733368940335;Lukula;2269;340;357;-17
3279;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;37,6623780781485;Lukula;2233;352;357;-5
3280;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;37,5566481047059;Lukula;2178;355;357;-2
3281;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;37,4550769510693;Lukula;2188;363;357;6
3282;Surv Apr-Jun 2016;6/5/16;6/7/16;;0;0;0;;37,3640783086906;Lukula;2203;368;357;11
3283;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;26,8730101669229;Lukula;4287;360;357;3
3284;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;26,8670491848011;Lukula;4265;360;357;3
3285;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;26,925801975147;Lukula;4291;360;357;3
3286;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;26,9647550755476;Lukula;4263;360;357;3
3287;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;26,9495613002897;Lukula;4331;360;357;3
3288;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;26,9480349763424;Lukula;4443;360;357;3
3289;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;26,971162623856;Lukula;4455;362;357;5
3290;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;26,9922956709158;Lukula;4493;361;357;4
3291;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;27,0323863602718;Lukula;4575;361;357;4
3292;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;27,0787553802255;Lukula;4584;365;357;8
3293;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;27,133552760836;Lukula;4594;369;357;12
3294;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;27,2613329220983;Lukula;4545;386;357;29
3295;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;27,3697268788517;Lukula;4527;395;357;38
3296;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;26,8443945001309;Lukula;4257;360;357;3
3297;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;26,8587234635616;Lukula;4317;360;357;3
3298;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;26,8448657750522;Lukula;4263;360;357;3
3299;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;26,809620047933;Lukula;4295;360;357;3
3300;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;26,7175522088542;Lukula;4469;360;357;3
3301;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;26,6921449467429;Lukula;4461;360;357;3
3302;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;26,6133643334018;Lukula;4449;360;357;3
3303;Surv Apr-Jun 2016;6/6/16;6/7/16;;0;0;0;;26,5683188329509;Lukula;4545;360;357;3
A1;IRD/JUNE 2016;6/4/16;6/6/16;OUT;0;1;0;;0,744655076897724;Kafi;86;404;472;-68
A2;IRD/JUNE 2016;6/4/16;6/6/16;OUT;0;0;0;;1,47965286474077;Kafi;136;377;377;0
