Site;Zone;Zone.Abb;LAT;LONG;Habitat;FirstSurvey;FirstSurveyDate;Count;Total;Operation;DATE_.SETUP;DATE_.COLLECT;In_Out;Males;Females;Unknown;Remarks;distToTargets;NearIntervention;elevChange;trapElev;targetElev;elevDiff
CUD05;Camp Usine Dunda;;-4,545416;17,68087;River;FebMar 2017;3/6/17;1;0;FebMar 2017;3/6/17;3/8/17;OUT;0;0;0;;23,0605219250967;Lukula;2695;362;367;-5
CUD06;Camp Usine Dunda;;-4,545276;17,680104;River;FebMar 2017;3/6/17;1;0;FebMar 2017;3/6/17;3/8/17;OUT;0;0;0;;23,1467559401868;Lukula;2697;362;367;-5
CUD07;Camp Usine Dunda;;-4,54521;17,680049;;FebMar 2017;3/6/17;1;0;FebMar 2017;3/6/17;3/8/17;OUT;0;0;0;;23,1544339392593;Lukula;2697;362;367;-5
CUD08;Camp Usine Dunda;;-4,54417;17,680983;;FebMar 2017;3/6/17;1;0;FebMar 2017;3/6/17;3/8/17;OUT;0;0;0;;23,081869870586;Lukula;2559;362;367;-5
CUD09;Camp Usine Dunda;;-4,544046;17,68011;;FebMar 2017;3/6/17;1;0;FebMar 2017;3/6/17;3/8/17;OUT;0;0;0;;23,1791456849917;Lukula;2589;362;367;-5
CUD10;Camp Usine Dunda;;-4,542789;17,681063;;FebMar 2017;3/6/17;1;0;FebMar 2017;3/6/17;3/8/17;OUT;0;0;0;;23,1113337333212;Lukula;2623;362;367;-5
CUD11;Camp Usine Dunda;;-4,569594;17,654311;Fishpond;FebMar 2017;3/16/17;1;0;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;24,744141384093;Lukula;2592;364;370;-6
CUD12;Camp Usine Dunda;;-4,569786;17,654133;Fishpond;FebMar 2017;3/16/17;1;0;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;24,753841093105;Lukula;2604;364;370;-6
CUD13;Camp Usine Dunda;;-4,569307;17,652957;Fishpond;FebMar 2017;3/16/17;1;0;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;24,8946446476963;Lukula;2599;363;370;-7
CUD14;Camp Usine Dunda;;-4,570231;17,653223;Fishpond;FebMar 2017;3/16/17;1;0;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;24,827179199344;Lukula;2615;363;370;-7
CUD15;Camp Usine Dunda;;-4,568785;17,651334;River;FebMar 2017;3/16/17;1;0;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;25,082879191949;Lukula;2607;363;370;-7
CUD16;Camp Usine Dunda;;-4,568916;17,651376;River;FebMar 2017;3/16/17;1;0;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;25,0728691891815;Lukula;2587;363;370;-7
CUD17;Camp Usine Dunda;;-4,56886;17,650512;River;FebMar 2017;3/16/17;1;0;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;25,1634048123119;Lukula;2615;363;370;-7
CUD18;Camp Usine Dunda;;-4,567604;17,647304;River;FebMar 2017;3/16/17;1;0;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;25,5453176290389;Lukula;2617;363;370;-7
CUD19;Camp Usine Dunda;;-4,567552;17,647264;River;FebMar 2017;3/16/17;1;0;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;25,5516618612097;Lukula;2613;363;370;-7
CUD20;Camp Usine Dunda;;-4,567487;17,647345;River;FebMar 2017;3/16/17;1;0;FebMar 2017;3/16/17;3/18/17;OUT;0;0;0;;25,5462323189758;Lukula;2627;363;370;-7
D1;KISEMBO;D;-4,665183;17,96615;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;1;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;1;0;;2,87758437220181;Kafi;222;464;382;82
D10;KISEMBO;D;-4,674981;17,992283;FISH PONDS/RIVER;IRD/JUNE 2016;6/8/16;1;1;IRD/JUNE 2016;6/8/16;6/10/16;IN;0;1;0;needs to confirm coordonates;0,00845331898649954;Kafi;0;386;386;0
D101;Kisembo;;-4,665175;17,96611;Village piggery;Ricaki Jul 2016;7/25/16;3;3;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;2,88129539340044;Kafi;220;464;382;82
D101;Kisembo;;-4,665175;17,96611;Village piggery;Ricaki Jul 2016;7/25/16;3;3;Ricaki Jul 2016;7/25/16;7/27/16;IN;2;1;0;;2,88210917398445;Kafi;222;464;382;82
D101;Kisembo;;-4,665175;17,96611;Village piggery;Ricaki Jul 2016;7/25/16;3;3;FebMar 2017;2/8/17;2/10/17;IN;0;0;0;;2,88129539340044;Kafi;220;464;382;82
D102;Kisembo;;-4,664908;17,965664;Village;Ricaki Jul 2016;7/25/16;3;0;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;2,93514180294971;Kafi;210;466;382;84
D102;Kisembo;;-4,664908;17,965664;Village;Ricaki Jul 2016;7/25/16;3;0;FebMar 2017;2/8/17;2/10/17;IN;0;0;0;;2,93514180294971;Kafi;210;466;382;84
D102;Kisembo;;-4,664908;17,965664;Village;Ricaki Jul 2016;7/25/16;3;0;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;2,93615166208057;Kafi;228;466;382;84
D103;Kisembo;;-4,665417;17,967067;Village;Ricaki Jul 2016;7/25/16;3;0;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;2,77212658428143;Kafi;208;474;382;92
D103;Kisembo;;-4,665417;17,967067;Village;Ricaki Jul 2016;7/25/16;3;0;FebMar 2017;2/8/17;2/10/17;IN;0;0;0;;2,77212658428143;Kafi;208;474;382;92
D103;Kisembo;;-4,665417;17,967067;Village;Ricaki Jul 2016;7/25/16;3;0;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;2,77286072550726;Kafi;204;474;382;92
D104;Kisembo;;-4,665383;17,970729;Village edge path to FP;Ricaki Jul 2016;7/25/16;3;1;FebMar 2017;2/8/17;2/10/17;IN;0;0;0;;2,37318787606968;Kafi;199;473;382;91
D104;Kisembo;;-4,665383;17,970729;Village edge path to FP;Ricaki Jul 2016;7/25/16;3;1;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;1;0;;2,37397452473315;Kafi;201;473;382;91
D104;Kisembo;;-4,665383;17,970729;Village edge path to FP;Ricaki Jul 2016;7/25/16;3;1;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;2,37318787606968;Kafi;199;473;382;91
D105;Kisembo;;-4,668012;17,979158;Fishpond;Ricaki Jul 2016;7/25/16;3;3;FebMar 2017;2/8/17;2/10/17;IN;1;1;0;;1,40248614463795;Kafi;97;397;382;15
D105;Kisembo;;-4,668012;17,979158;Fishpond;Ricaki Jul 2016;7/25/16;3;3;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;1,40248614463795;Kafi;97;397;382;15
D105;Kisembo;;-4,668012;17,979158;Fishpond;Ricaki Jul 2016;7/25/16;3;3;Torr visit August 2016;8/18/16;8/20/16;IN;0;1;0;;1,40248614463795;Kafi;97;397;382;15
D106;Kisembo;;-4,668016;17,979603;Fishpond;Ricaki Jul 2016;7/25/16;3;3;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;2;0;;1,35358213916531;Kafi;118;396;382;14
D106;Kisembo;;-4,668016;17,979603;Fishpond;Ricaki Jul 2016;7/25/16;3;3;FebMar 2017;2/8/17;2/10/17;IN;0;0;0;;1,35358213916531;Kafi;118;396;382;14
D106;Kisembo;;-4,668016;17,979603;Fishpond;Ricaki Jul 2016;7/25/16;3;3;Torr visit August 2016;8/18/16;8/20/16;IN;1;0;0;;1,35358213916531;Kafi;118;396;382;14
D107;Kisembo;;-4,669073;17,980391;Fishpond;Ricaki Jul 2016;7/25/16;3;2;FebMar 2017;2/8/17;2/10/17;IN;0;0;0;;1,24912650488576;Kafi;60;396;382;14
D107;Kisembo;;-4,669073;17,980391;Fishpond;Ricaki Jul 2016;7/25/16;3;2;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;1;0;;1,24912650488576;Kafi;60;396;382;14
D107;Kisembo;;-4,669073;17,980391;Fishpond;Ricaki Jul 2016;7/25/16;3;2;Torr visit August 2016;8/18/16;8/20/16;IN;1;0;0;;1,24912650488576;Kafi;60;396;382;14
D108;Kisembo;;-4,669703;17,981319;Fishpond;Ricaki Jul 2016;7/25/16;3;5;FebMar 2017;2/8/17;2/10/17;IN;1;1;0;;1,1385683206187;Kafi;46;396;382;14
D108;Kisembo;;-4,669703;17,981319;Fishpond;Ricaki Jul 2016;7/25/16;3;5;Ricaki Jul 2016;7/25/16;7/27/16;IN;3;0;0;;1,1385683206187;Kafi;46;396;382;14
D108;Kisembo;;-4,669703;17,981319;Fishpond;Ricaki Jul 2016;7/25/16;3;5;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;1,1385683206187;Kafi;46;396;382;14
D2;KISEMBO;D;-4,6649;17,965767;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;0;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;0;0;;2,92508859798478;Kafi;229;467;382;85
D3;KISEMBO;D;-4,665417;17,967067;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;5;IRD/JUNE 2016;6/5/16;6/7/16;IN;5;0;0;;2,77286072550726;Kafi;204;474;382;92
D4;KISEMBO;D;-4,66585;17,970683;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;2;IRD/JUNE 2016;6/5/16;6/7/16;IN;1;1;0;;2,36962107574531;Kafi;207;477;382;95
D5;KISEMBO;D;-4,668017;17,979183;FISH PONDS;IRD/JUNE 2016;6/5/16;1;0;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;0;0;;1,39966157268587;Kafi;97;397;382;15
D6;KISEMBO;D;-4,668117;17,979667;FISH PONDS;IRD/JUNE 2016;6/5/16;1;7;IRD/JUNE 2016;6/5/16;6/7/16;IN;5;2;0;;1,34493075861694;Kafi;96;396;382;14
D7;KISEMBO;D;-4,669133;17,98035;FISH PONDS;IRD/JUNE 2016;6/5/16;1;6;IRD/JUNE 2016;6/5/16;6/7/16;IN;4;2;0;;1,25270295170026;Kafi;54;396;382;14
D8;KISEMBO;D;-4,66955;17,982017;FISH PONDS;IRD/JUNE 2016;6/5/16;1;0;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;0;0;;1,06336627863702;Kafi;50;396;382;14
D9;KISEMBO;D;-4,676667;17,991833;FISH PONDS/RIVER;IRD/JUNE 2016;6/8/16;1;19;IRD/JUNE 2016;6/8/16;6/10/16;IN;7;12;0;needs to confirm coordonates;0,0178523328792441;Kafi;0;386;386;0
DUN01;Dunda;;-4,546244;17,680927;River;Inzia T0;7/9/17;1;1;Inzia T0;7/9/17;7/11/17;OUT;0;1;0;;23,0325417798066;Lukula;2591;362;367;-5
DUN02;Dunda;;-4,546063;17,680905;River;Inzia T0;7/9/17;1;0;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;23,0396582600436;Lukula;2675;362;367;-5
DUN03;Dunda;;-4,545711;17,680849;River;Inzia T0;7/9/17;1;0;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;23,0549662958083;Lukula;2611;362;367;-5
DUN04;Dunda;;-4,545513;17,680855;River;Inzia T0;7/9/17;1;0;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;23,0595622629279;Lukula;2657;362;367;-5
DUN05;Dunda;;-4,546423;17,681156;River;Inzia T0;7/9/17;1;0;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;23,00317062629;Lukula;2617;362;367;-5
DUN06;Dunda;;-4,546441;17,681449;River;Inzia T0;7/9/17;1;0;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;22,9711060086215;Lukula;2595;362;367;-5
DUN07;Dunda;;-4,546382;17,681664;River;Inzia T0;7/9/17;1;0;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;22,9494681650462;Lukula;2625;362;367;-5
DUN08;Dunda;;-4,546236;17,6821;River;Inzia T0;7/9/17;1;0;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;22,9063012633409;Lukula;2645;362;367;-5
E1;NGONDI;E;-4,611617;17,967167;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;23;IRD/JUNE 2016;6/5/16;6/7/16;IN;11;12;0;;4,9394283047706;Kafi;517;535;382;153
E10;NGONDI;E;-4,634117;18,00165;FISH PONDS;IRD/JUNE 2016;6/5/16;1;21;IRD/JUNE 2016;6/5/16;6/7/16;IN;9;12;0;;1,01364204341711;Kafi;53;394;377;17
E101;Ngondi;;-4,6116;17,967103;Village;Ricaki Jul 2016;7/25/16;2;0;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;4,94676647339143;Kafi;517;535;382;153
E101;Ngondi;;-4,6116;17,967103;Village;Ricaki Jul 2016;7/25/16;2;0;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;4,94676647339143;Kafi;517;535;382;153
E102;Ngondi;;-4,610995;17,966268;Village;Ricaki Jul 2016;7/25/16;2;0;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;5,05164201061194;Kafi;545;539;382;157
E102;Ngondi;;-4,610995;17,966268;Village;Ricaki Jul 2016;7/25/16;2;0;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;5,05164201061194;Kafi;545;539;382;157
E103;Ngondi;;-4,610611;17,96669;Village;Ricaki Jul 2016;7/25/16;2;0;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;5,01554712653913;Kafi;524;538;382;156
E103;Ngondi;;-4,610611;17,96669;Village;Ricaki Jul 2016;7/25/16;2;0;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;5,01554712653913;Kafi;524;538;382;156
E104;Ngondi;;-4,610887;17,970495;Village;Ricaki Jul 2016;7/25/16;2;0;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;4,59810028903798;Kafi;496;528;382;146
E104;Ngondi;;-4,610887;17,970495;Village;Ricaki Jul 2016;7/25/16;2;0;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;4,59810028903798;Kafi;496;528;382;146
E105;Ngondi;;-4,609635;17,972726;Village;Ricaki Jul 2016;7/25/16;2;0;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;4,39607378037009;Kafi;418;524;382;142
E105;Ngondi;;-4,609635;17,972726;Village;Ricaki Jul 2016;7/25/16;2;0;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;4,39607378037009;Kafi;418;524;382;142
E106;Ngondi;;-4,668117;17,979667;Way out;Ricaki Jul 2016;7/25/16;2;0;Torr visit August 2016;8/18/16;8/20/16;IN; ; ; ;Support post had been cut;1,34493075861694;Kafi;96;396;382;14
E106;Ngondi;;-4,668117;17,979667;Way out;Ricaki Jul 2016;7/25/16;2;0;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;1,34493075861694;Kafi;96;396;382;14
E11;NGONDI;E;-4,635033;17,99725;CASSAVA;IRD/JUNE 2016;6/8/16;1;0;IRD/JUNE 2016;6/8/16;6/10/16;IN;0;0;0;;1,50922785037987;Kafi;162;434;377;57
E12;NGONDI;E;-4,63045;17,993317;CASSAVA;IRD/JUNE 2016;6/8/16;1;0;IRD/JUNE 2016;6/8/16;6/10/16;IN;0;0;0;;1,94303055774;Kafi;143;444;377;67
E198;Ngondi;;-4,615751;17,965933;Village;Ricaki Jul 2016;7/25/16;2;0;Torr visit August 2016;8/18/16;8/20/16;IN; ; ; ;Trap has been stolen;4,99969482872508;Kafi;462;530;382;148
E198;Ngondi;;-4,615751;17,965933;Village;Ricaki Jul 2016;7/25/16;2;0;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;4,99969482872508;Kafi;462;530;382;148
E199;Ngondi;;-4,61629;17,965513;Village;Ricaki Jul 2016;7/25/16;2;0;Ricaki Jul 2016;7/25/16;7/27/16;IN;0;0;0;;5,03944333594364;Kafi;394;532;382;150
E199;Ngondi;;-4,61629;17,965513;Village;Ricaki Jul 2016;7/25/16;2;0;Torr visit August 2016;8/18/16;8/20/16;IN; ; ; ;Support post had been cut, and trap slashed;5,03944333594364;Kafi;394;532;382;150
E2;NGONDI;E;-4,611017;17,966283;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;0;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;0;0;;5,04948451649532;Kafi;545;539;382;157
E3;NGONDI;E;-4,610617;17,966733;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;1;IRD/JUNE 2016;6/5/16;6/7/16;IN;1;0;0;;5,01075092199721;Kafi;524;538;382;156
E4;NGONDI;E;-4,610517;17,970533;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;13;IRD/JUNE 2016;6/5/16;6/7/16;IN;5;8;0;;4,6041650897556;Kafi;503;527;382;145
E5;NGONDI;E;-4,6096;17,972767;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;4;IRD/JUNE 2016;6/5/16;6/7/16;IN;1;3;0;;4,39282662124917;Kafi;422;524;382;142
E6;NGONDI;E;-4,609933;17,974933;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;0;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;0;0;;4,15218446694568;Kafi;394;522;382;140
E7;NGONDI;E;-4,616317;17,982217;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;0;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;0;0;;3,20128791929584;Kafi;257;401;382;19
E8;NGONDI;E;-4,615783;17,982667;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;0;IRD/JUNE 2016;6/5/16;6/7/16;IN;0;0;0;;3,16231629641138;Kafi;232;412;382;30
E9;NGONDI;E;-4,626833;17,15225;SAVAN H;IRD/JUNE 2016;6/5/16;1;1;IRD/JUNE 2016;6/5/16;6/7/16;IN;1;0;0;;78,4188691696165;Lukula;8000;414;374;40
F1;YASSA;F;-4,501333;17,978517;FISH PONDS;IRD/JUNE 2016;6/8/16;1;0;IRD/JUNE 2016;6/8/16;6/10/16;OUT;0;0;0;;1,37471237577005;Lukula;112;357;357;0
F2;YASSA;F;-4,5017;17,9796;FISH PONDS;IRD/JUNE 2016;6/8/16;1;0;IRD/JUNE 2016;6/8/16;6/10/16;OUT;0;0;0;;1,50055008919117;Lukula;92;357;357;0
G1;KINGOMBE NORTH;G;-4,290683;17,979483;HILL/VILLAGE;IRD/JUNE 2016;6/8/16;1;13;IRD/JUNE 2016;6/8/16;6/10/16;OUT;9;4;0;;21,0182184417162;Lukula;1725;426;357;69
G102;Kingombe North;;-4,288349;17,982302;Village;Ricaki Jul 2016;7/30/16;3;0;FebMar 2017;3/1/17;3/3/17;OUT;0;0;0;;3,25429177152714;Lukula;130;432;350;82
G102;Kingombe North;;-4,288349;17,982302;Village;Ricaki Jul 2016;7/30/16;3;0;Torr visit August 2016;8/19/16;8/21/16;OUT;0;0;0;;9,24507029315861;Lukula;1387;432;351;81
G102;Kingombe North;;-4,288349;17,982302;Village;Ricaki Jul 2016;7/30/16;3;0;Ricaki Jul 2016;7/30/16;8/1/16;OUT;0;0;0;;21,309862703071;Lukula;1751;432;357;75
G103;Kingombe North;;-4,287885;17,983871;Village;Ricaki Jul 2016;7/30/16;3;0;Torr visit August 2016;8/19/16;8/21/16;OUT;0;0;0;;9,40365695527555;Lukula;1532;433;351;82
G103;Kingombe North;;-4,287885;17,983871;Village;Ricaki Jul 2016;7/30/16;3;0;Ricaki Jul 2016;7/30/16;8/1/16;OUT;0;0;0;;21,3821909203296;Lukula;1744;433;357;76
G103;Kingombe North;;-4,287885;17,983871;Village;Ricaki Jul 2016;7/30/16;3;0;FebMar 2017;3/1/17;3/3/17;OUT;0;0;0;;3,42272961940581;Lukula;131;433;350;83
G104;Kingombe North;;-4,283277;17,979869;Village;Ricaki Jul 2016;7/30/16;3;0;FebMar 2017;3/1/17;3/3/17;OUT;0;0;0;;2,96654132918507;Lukula;235;413;350;63
G104;Kingombe North;;-4,283277;17,979869;Village;Ricaki Jul 2016;7/30/16;3;0;Torr visit August 2016;8/19/16;8/21/16;OUT;0;0;0;;9,47721282564496;Lukula;1171;413;351;62
G104;Kingombe North;;-4,283277;17,979869;Village;Ricaki Jul 2016;7/30/16;3;0;Ricaki Jul 2016;7/30/16;8/1/16;OUT;0;0;0;;21,8371496281726;Lukula;1661;413;357;56
G196;Kingombe North;;-4,282891;17,966165;Fishpond;Torr visit August 2016;8/19/16;1;2;Torr visit August 2016;8/19/16;8/21/16;OUT;1;1;0;New site, added in pond area;8,60056087820826;Lukula;809;354;351;3
G197;Kingombe North;;-4,29624;17,960543;Fishpond;Ricaki Jul 2016;7/30/16;3;0;Ricaki Jul 2016;7/30/16;8/1/16;OUT;0;0;0;;20,2860800755505;Lukula;997;350;357;-7
G197;Kingombe North;;-4,29624;17,960543;Fishpond;Ricaki Jul 2016;7/30/16;3;0;Torr visit August 2016;8/19/16;8/21/16;OUT;0;0;0;;7,02670395341615;Lukula;713;350;351;-1
G197;Kingombe North;;-4,29624;17,960543;Fishpond;Ricaki Jul 2016;7/30/16;3;0;FebMar 2017;3/1/17;3/3/17;OUT;0;0;0;;1,40679858607128;Lukula;10;350;350;0
G198;Kingombe North;;-4,285416;17,964941;Fishpond;Ricaki Jul 2016;7/30/16;2;7;Torr visit August 2016;8/19/16;8/21/16;OUT;1;1;0;;8,29229788767839;Lukula;841;352;351;1
G198;Kingombe North;;-4,285416;17,964941;Fishpond;Ricaki Jul 2016;7/30/16;2;7;Ricaki Jul 2016;7/30/16;8/1/16;OUT;2;3;0;;21,4912860873832;Lukula;1047;352;357;-5
G199;Kingombe North;;-4,284016;17,963858;Fishpond;Ricaki Jul 2016;7/30/16;3;7;Ricaki Jul 2016;7/30/16;8/1/16;OUT;0;1;0;;21,6429804568814;Lukula;1039;350;357;-7
G199;Kingombe North;;-4,284016;17,963858;Fishpond;Ricaki Jul 2016;7/30/16;3;7;Torr visit August 2016;8/19/16;8/21/16;OUT;3;0;0;;8,35874798379754;Lukula;683;350;351;-1
G199;Kingombe North;;-4,284016;17,963858;Fishpond;Ricaki Jul 2016;7/30/16;3;7;FebMar 2017;3/1/17;3/3/17;OUT;1;2;0;;1,18730545272787;Lukula;29;350;350;0
G2;KINGOMBE NORTH;G;-4,28835;17,982333;HILL/VILLAGE;IRD/JUNE 2016;6/8/16;1;11;IRD/JUNE 2016;6/8/16;6/10/16;OUT;1;10;0;;21,3101628374255;Lukula;1753;432;357;75
G202;Kingombe North;;-4,284485;17,97595;;FebMar 2017;3/1/17;1;1;FebMar 2017;3/1/17;3/3/17;OUT;0;1;0;;2,52785770912118;Lukula;158;405;350;55
G3;KINGOMBE NORTH;G;-4,28785;17,98385;HILL/VILLAGE;IRD/JUNE 2016;6/8/16;1;1;IRD/JUNE 2016;6/8/16;6/10/16;OUT;1;0;0;;21,3857345964744;Lukula;1770;433;357;76
G4;KINGOMBE NORTH;G;-4,283267;17,979817;HILL/VILLAGE;IRD/JUNE 2016;6/8/16;1;0;IRD/JUNE 2016;6/8/16;6/10/16;OUT;0;0;0;;21,8376510383536;Lukula;1653;412;357;55
G5;KINGOMBE NORTH;G;-4,2867;17,977667;HILL/VILLAGE;IRD/JUNE 2016;6/8/16;1;0;IRD/JUNE 2016;6/8/16;6/10/16;OUT;0;0;0;;21,4362768123482;Lukula;1347;418;357;61
G6;KINGOMBE NORTH;G;-4,287517;17,9763;HILL/VILLAGE;IRD/JUNE 2016;6/8/16;1;0;IRD/JUNE 2016;6/8/16;6/10/16;OUT;0;0;0;;21,3324962096623;Lukula;1273;416;357;59
G7;KINGOMBE NORTH;G;-4,29615;17,960617;HILL/VILLAGE;IRD/JUNE 2016;6/8/16;1;2;IRD/JUNE 2016;6/8/16;6/10/16;OUT;0;2;0;;20,2960830591334;Lukula;975;350;357;-7
GON01;Gongo;;-4,400108;17,703311;River;FebMar 2017;3/15/17;1;2;FebMar 2017;3/15/17;3/17/17;OUT;0;2;0;;24,1914124618181;Lukula;4202;353;354;-1
GON02;Gongo;;-4,400593;17,703042;River;FebMar 2017;3/15/17;1;0;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,2317037150555;Lukula;4234;353;354;-1
GON03;Gongo;;-4,401063;17,702855;River;FebMar 2017;3/15/17;1;0;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,2628362597133;Lukula;4295;353;354;-1
GON04;Gongo;;-4,401435;17,702697;River;FebMar 2017;3/15/17;1;0;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,2886245061665;Lukula;4354;353;354;-1
GON05;Gongo;;-4,405885;17,699738;River;FebMar 2017;3/15/17;1;0;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,7168485471222;Lukula;4711;353;354;-1
GON06;Gongo;;-4,404724;17,700316;River;FebMar 2017;3/15/17;1;0;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,6254640518935;Lukula;4567;353;354;-1
GON07;Gongo;;-4,404547;17,700409;River;FebMar 2017;3/15/17;1;1;FebMar 2017;3/15/17;3/17/17;OUT;0;1;0;;24,6110474987572;Lukula;4585;353;354;-1
GON08;Gongo;;-4,404099;17,699845;Path;FebMar 2017;3/15/17;1;0;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,6611624817299;Lukula;4505;353;354;-1
GON09;Gongo;;-4,403618;17,699496;Village;FebMar 2017;3/15/17;1;0;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,6873473823542;Lukula;4393;353;354;-1
GON10;Gongo;;-4,403256;17,7008;River;FebMar 2017;3/15/17;1;0;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,5373744352073;Lukula;4393;353;354;-1
GON11;Gongo;;-4,402694;17,700948;River;FebMar 2017;3/15/17;1;0;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,507925324867;Lukula;4427;353;354;-1
GON12;Gongo;;-4,402222;17,701151;River;FebMar 2017;3/15/17;1;0;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,4747599680628;Lukula;4339;353;354;-1
GON13;Gongo;;-4,400843;17,70119;Path;FebMar 2017;3/15/17;1;0;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,4385308961074;Lukula;4317;353;354;-1
GON14;Gongo;;-4,400882;17,701573;River;FebMar 2017;3/15/17;1;0;FebMar 2017;3/15/17;3/17/17;OUT;0;0;0;;24,3978355642008;Lukula;4255;353;354;-1
GON15;GONGO;;-4,399986;17,703344;River;May 2017 Survey;5/13/17;2;1;Inzia T0;7/9/17;7/11/17;OUT;0;1;0;;24,1850571678876;Lukula;4169;353;354;-1
GON15;GONGO;;-4,399986;17,703344;River;May 2017 Survey;5/13/17;2;1;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;24,1850571678876;Lukula;4169;353;354;-1
GON16;GONGO;;-4,399561;17,703376;River;May 2017 Survey;5/13/17;2;0;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;24,1719834976553;Lukula;4117;353;354;-1
GON16;GONGO;;-4,399561;17,703376;River;May 2017 Survey;5/13/17;2;0;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;24,1719834976553;Lukula;4117;353;354;-1
GON17;GONGO;;-4,400583;17,702978;River;May 2017 Survey;5/13/17;2;0;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;24,2384233853716;Lukula;4250;353;354;-1
GON17;GONGO;;-4,400583;17,702978;River;May 2017 Survey;5/13/17;2;0;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;24,2384233853716;Lukula;4250;353;354;-1
