Site;Zone;Zone.Abb;LAT;LONG;Habitat;FirstSurvey;FirstSurveyDate;Count;Total;Operation;DATE_.SETUP;DATE_.COLLECT;In_Out;Males;Females;Unknown;Remarks;distToTargets;NearIntervention;elevChange;trapElev;targetElev;elevDiff
MUK05;Mukokoyasa;;-4,462483;17,960497;;T0;7/8/15;9;0;T6;2/9/17;2/11/17;IN;0;0;0;;0,00818967603590417;Lukula;0;355;355;0
MUK05;Mukokoyasa;;-4,462483;17,960497;;T0;7/8/15;9;0;T7;5/12/17;5/14/17;IN;0;0;0;;0,0047578002283393;Lukula;0;355;355;0
MUK06;Mukokoyasa;;-4,461912;17,960598;;T0;7/8/15;9;0;T3;4/29/16;5/1/16;OUT;0;0;0;;1,96994515717497;Lukula;41;354;357;-3
MUK06;Mukokoyasa;;-4,461912;17,960598;;T0;7/8/15;9;0;T8;7/19/17;7/21/17;IN;0;0;0;;0,00749111498855552;Lukula;0;354;354;0
MUK06;Mukokoyasa;;-4,461912;17,960598;;T0;7/8/15;9;0;T2;2/4/16;2/7/16;OUT;0;0;0;;2,48530424256264;Lukula;51;354;357;-3
MUK06;Mukokoyasa;;-4,461912;17,960598;;T0;7/8/15;9;0;T5;11/4/16;11/6/16;1 deployment;0;0;0;;0,0186962231937447;Lukula;0;354;354;0
MUK06;Mukokoyasa;;-4,461912;17,960598;;T0;7/8/15;9;0;T7;5/12/17;5/14/17;IN;0;0;0;;0,00749111498855552;Lukula;0;354;354;0
MUK06;Mukokoyasa;;-4,461912;17,960598;;T0;7/8/15;9;0;T6;2/9/17;2/11/17;IN;0;0;0;;0,0186962231937447;Lukula;0;354;354;0
MUK06;Mukokoyasa;;-4,461912;17,960598;;T0;7/8/15;9;0;T0;7/8/15;7/10/15;OUT;0;0;0;; ; ; ;354; ; 
MUK06;Mukokoyasa;;-4,461912;17,960598;;T0;7/8/15;9;0;T1;11/24/15;11/26/15;OUT;0;0;0;;2,48530424256264;Lukula;51;354;357;-3
MUK06;Mukokoyasa;;-4,461912;17,960598;;T0;7/8/15;9;0;T4;7/29/16;7/31/16;OUT;0;0;0;;1,96994515717497;Lukula;41;354;357;-3
MUK07;Mukokoyasa;;-4,461733;17,960757;;T0;7/8/15;9;2;T3;4/29/16;5/1/16;OUT;0;0;0;;1,99091118235511;Lukula;47;354;357;-3
MUK07;Mukokoyasa;;-4,461733;17,960757;;T0;7/8/15;9;2;T2;2/4/16;2/7/16;OUT;0;0;0;;2,50395916675001;Lukula;55;354;357;-3
MUK07;Mukokoyasa;;-4,461733;17,960757;;T0;7/8/15;9;2;T8;7/19/17;7/21/17;IN;0;0;0;;0,00344051610297685;Lukula;0;354;354;0
MUK07;Mukokoyasa;;-4,461733;17,960757;;T0;7/8/15;9;2;T0;7/8/15;7/10/15;OUT;0;1;1;; ; ; ;354; ; 
MUK07;Mukokoyasa;;-4,461733;17,960757;;T0;7/8/15;9;2;T5;11/4/16;11/6/16;1 deployment;0;0;0;;0,00344051610297685;Lukula;0;354;354;0
MUK07;Mukokoyasa;;-4,461733;17,960757;;T0;7/8/15;9;2;T1;11/24/15;11/26/15;OUT;0;0;0;;2,50395916675001;Lukula;55;354;357;-3
MUK07;Mukokoyasa;;-4,461733;17,960757;;T0;7/8/15;9;2;T6;2/9/17;2/11/17;IN;0;0;0;;0,00344051610297685;Lukula;0;354;354;0
MUK07;Mukokoyasa;;-4,461733;17,960757;;T0;7/8/15;9;2;T7;5/12/17;5/14/17;IN;0;0;0;;0,00344051610297685;Lukula;0;354;354;0
MUK07;Mukokoyasa;;-4,461733;17,960757;;T0;7/8/15;9;2;T4;7/29/16;7/31/16;OUT;0;0;0;;1,99091118235511;Lukula;47;354;357;-3
MUK08;Mukokoyasa;;-4,461257;17,961208;;T0;7/8/15;9;0;T0;7/8/15;7/10/15;OUT;0;0;0;; ; ; ;355; ; 
MUK08;Mukokoyasa;;-4,461257;17,961208;;T0;7/8/15;9;0;T2;2/4/16;2/7/16;OUT;0;0;0;;2,55412298742517;Lukula;44;355;357;-2
MUK08;Mukokoyasa;;-4,461257;17,961208;;T0;7/8/15;9;0;T1;11/24/15;11/26/15;OUT;0;0;0;;2,55412298742517;Lukula;44;355;357;-2
MUK08;Mukokoyasa;;-4,461257;17,961208;;T0;7/8/15;9;0;T5;11/4/16;11/6/16;1 deployment;0;0;0;;0,0119328777888662;Lukula;0;355;355;0
MUK08;Mukokoyasa;;-4,461257;17,961208;;T0;7/8/15;9;0;T3;4/29/16;5/1/16;OUT;0;0;0;;2,04758763659194;Lukula;44;355;357;-2
MUK08;Mukokoyasa;;-4,461257;17,961208;;T0;7/8/15;9;0;T7;5/12/17;5/14/17;IN;0;0;0;;0,0119328777888662;Lukula;0;355;355;0
MUK08;Mukokoyasa;;-4,461257;17,961208;;T0;7/8/15;9;0;T6;2/9/17;2/11/17;IN;0;0;0;;0,0119328777888662;Lukula;0;355;355;0
MUK08;Mukokoyasa;;-4,461257;17,961208;;T0;7/8/15;9;0;T8;7/19/17;7/21/17;IN;0;0;0;;0,0119328777888662;Lukula;0;355;355;0
MUK08;Mukokoyasa;;-4,461257;17,961208;;T0;7/8/15;9;0;T4;7/29/16;7/31/16;OUT;0;0;0;;2,04758763659194;Lukula;44;355;357;-2
MUL01;Muloma;;-4,755161;18,087812;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;11,8833000041904;Kafi;1902;454;390;64
MUL02;Muloma;;-4,755659;18,088194;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;11,9404881754757;Kafi;1956;454;390;64
MUL03;Muloma;;-4,755411;18,089033;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;12,0207552934228;Kafi;1908;462;390;72
MUL04;Muloma;;-4,755112;18,089277;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;12,0365978244759;Kafi;1931;461;390;71
MUL05;Muloma;;-4,758518;18,089748;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;12,2042310190717;Kafi;2022;562;390;172
MUL06;Muloma;;-4,758256;18,090608;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;12,2850816664408;Kafi;1982;566;390;176
MUL07;Muloma;;-4,757996;18,091488;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;12,3683818832957;Kafi;2060;568;390;178
MUL08;Muloma;;-4,758895;18,09153;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;12,4047222797685;Kafi;2008;570;390;180
MUL09;Muloma;;-4,78372;18,087074;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;12,6696380128335;Kafi;1853;465;390;75
MUL10;Muloma;;-4,783868;18,086399;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;12,6036118380531;Kafi;1904;464;390;74
MUL11;Muloma;;-4,783981;18,085264;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;12,4880837945341;Kafi;2035;459;390;69
MUL12;Muloma;;-4,783621;18,084348;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;12,3790871024716;Kafi;2017;457;390;67
MUL13;Muloma;;-4,777481;18,092971;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;13,1051964821882;Kafi;2375;579;390;189
MUL14;Muloma;;-4,77554;18,094737;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;13,244292952486;Kafi;2489;583;390;193
MUL15;Muloma;;-4,774884;18,094624;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;13,2156522751196;Kafi;2588;584;390;194
MUL16;Muloma;;-4,773574;18,094971;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;13,2215679070269;Kafi;2633;587;390;197
NGO01;Ngongo Kazi;;-4,767042;18,140161;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;17,8226681081215;Kafi;2673;481;390;91
NGO02;Ngongo Kazi;;-4,766145;18,140146;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;17,7938970001328;Kafi;2634;482;390;92
NGO03;Ngongo Kazi;;-4,765258;18,140063;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;17,7586563777985;Kafi;2712;474;390;84
NGO04;Ngongo Kazi;;-4,764379;18,140173;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;17,7447917587908;Kafi;2928;472;390;82
NGO05;Ngongo Kazi;;-4,767129;18,143635;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;18,1959595672208;Kafi;2737;583;390;193
NGO06;Ngongo Kazi;;-4,767928;18,143202;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;18,1739643682256;Kafi;2777;585;390;195
NGO07;Ngongo Kazi;;-4,767359;18,143904;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;18,2315904373748;Kafi;2735;581;390;191
NGO08;Ngongo Kazi;;-4,767865;18,144078;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;18,2654598570331;Kafi;2723;581;390;191
NGO09;Ngongo Kazi;;-4,725665;18,149057;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;16,8382056816515;Kafi;2640;446;472;-26
NGO10;Ngongo Kazi;;-4,771894;18,14837;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;18,848034875069;Kafi;3162;476;390;86
NGO11;Ngongo Kazi;;-4,772763;18,147259;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;18,7583701285674;Kafi;2980;476;390;86
NGO12;Ngongo Kazi;;-4,772656;18,147368;Fishpond;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;18,7664175026999;Kafi;3006;476;390;86
NGO13;Ngongo Kazi;;-4,773821;18,143061;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;18,3499689809414;Kafi;3057;581;390;191
NGO14;Ngongo Kazi;;-4,771008;18,143137;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;18,2641854789058;Kafi;2953;577;390;187
NGO15;Ngongo Kazi;;-4,769762;18,142515;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;18,1580884398637;Kafi;3031;581;390;191
NGO16;Ngongo Kazi;;-4,768639;18,143182;Village;Selby August 2016;8/26/16;1;0;Selby August 2016;8/26/16;8/29/16;;0;0;0;;18,1937329600658;Kafi;2886;584;390;194
PAS002;Kisembo;;-4,65648;17,98422;Fishpond;Torr visit August 2016;8/18/16;1;0;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;1,40094183448536;Kafi;36;387;383;4
PAS003;Kisembo;;-4,65919;17,98586;Fishpond;Torr visit August 2016;8/18/16;1;0;Torr visit August 2016;8/18/16;8/20/16;IN;0;0;0;;1,07492147239017;Kafi;28;387;383;4
PASMok1;Mokamo;;-4,325584;17,949644;Village;Torr visit August 2016;8/19/16;1;1;Torr visit August 2016;8/19/16;8/21/16;OUT;0;0;1;;3,77530113599443;Lukula;824;399;351;48
PASMok2;Mokamo;;-4,325409;17,947649;Village;Torr visit August 2016;8/19/16;1;0;Torr visit August 2016;8/19/16;8/21/16;OUT;0;0;0;;3,62657467422758;Lukula;687;402;351;51
PASMok3;Mokamo;;-4,318439;17,934866;River;Torr visit August 2016;8/19/16;1;0;Torr visit August 2016;8/19/16;8/21/16;OUT;0;0;0;;3,50697382497387;Lukula;235;350;351;-1
PASMok4;Mokamo;;-4,319236;17,934642;River;Torr visit August 2016;8/19/16;1;1;Torr visit August 2016;8/19/16;8/21/16;OUT;0;1;0;;3,41561315533488;Lukula;221;350;351;-1
PASMok5;Mokamo;;-4,314075;17,950505;Bridge crossing tributary;Torr visit August 2016;8/19/16;1;1;Torr visit August 2016;8/19/16;8/21/16;OUT;1;0;0;;4,77685073676219;Lukula;671;350;351;-1
PNLTHA1;Mokamo;;-4,341705;17,950655;Village;Torr visit August 2016;8/19/16;7;8;Richard's original pond village study;5/12/17;5/14/17;;0;0;0;;2,74558143905667;Lukula;241;435;350;85
PNLTHA1;Mokamo;;-4,341705;17,950655;Village;Torr visit August 2016;8/19/16;7;8;Selby August 2016;8/25/16;8/27/16;OUT;3;2;0;;2,74558143905667;Lukula;241;435;350;85
PNLTHA1;Mokamo;;-4,341705;17,950655;Village;Torr visit August 2016;8/19/16;7;8;Torr visit August 2016;8/19/16;8/21/16;OUT;0;0;0;;3,01884873567322;Lukula;330;435;351;84
PNLTHA1;Mokamo;;-4,341705;17,950655;Village;Torr visit August 2016;8/19/16;7;8;Richard's original pond village study;11/2/16;11/4/16;;0;1;0;;2,74558143905667;Lukula;241;435;350;85
PNLTHA1;Mokamo;;-4,341705;17,950655;Village;Torr visit August 2016;8/19/16;7;8;Richard's original pond village study;3/6/17;3/8/17;;0;0;0;;2,74558143905667;Lukula;241;435;350;85
PNLTHA1;Mokamo;;-4,341705;17,950655;Village;Torr visit August 2016;8/19/16;7;8;Selby August 2016;8/21/16;8/25/16;OUT;0;0;0;no grease;3,01884873567322;Lukula;330;435;351;84
PNLTHA1;Mokamo;;-4,341705;17,950655;Village;Torr visit August 2016;8/19/16;7;8;Selby August 2016;8/27/16;8/28/16;OUT;1;1;0;;2,74558143905667;Lukula;241;435;350;85
PNLTHA2;Mokamo;;-4,341979;17,951034;Village;Torr visit August 2016;8/19/16;7;3;Richard's original pond village study;5/12/17;5/14/17;;0;0;0;;2,79609333290949;Lukula;250;430;350;80
PNLTHA2;Mokamo;;-4,341979;17,951034;Village;Torr visit August 2016;8/19/16;7;3;Selby August 2016;8/21/16;8/25/16;OUT;2;1;0;;3,05258560613855;Lukula;324;430;351;79
PNLTHA2;Mokamo;;-4,341979;17,951034;Village;Torr visit August 2016;8/19/16;7;3;Richard's original pond village study;3/6/17;3/8/17;;0;0;0;;2,79609333290949;Lukula;250;430;350;80
PNLTHA2;Mokamo;;-4,341979;17,951034;Village;Torr visit August 2016;8/19/16;7;3;Richard's original pond village study;11/2/16;11/4/16;;0;0;0;;2,79609333290949;Lukula;250;430;350;80
PNLTHA2;Mokamo;;-4,341979;17,951034;Village;Torr visit August 2016;8/19/16;7;3;Selby August 2016;8/25/16;8/27/16;OUT;0;0;0;Trap removed;2,79609333290949;Lukula;250;430;350;80
PNLTHA2;Mokamo;;-4,341979;17,951034;Village;Torr visit August 2016;8/19/16;7;3;Selby August 2016;8/27/16;8/28/16;OUT; ; ; ;trap removed;2,79609333290949;Lukula;250;430;350;80
PNLTHA2;Mokamo;;-4,341979;17,951034;Village;Torr visit August 2016;8/19/16;7;3;Torr visit August 2016;8/19/16;8/21/16;OUT;0;0;0;;3,05258560613855;Lukula;324;430;351;79
PNLTHA3;Mokamo;;-4,342813;17,952709;Village;Torr visit August 2016;8/19/16;7;16;Selby August 2016;8/21/16;8/25/16;OUT;0;0;0;no grease;3,21510603887804;Lukula;327;425;351;74
PNLTHA3;Mokamo;;-4,342813;17,952709;Village;Torr visit August 2016;8/19/16;7;16;Selby August 2016;8/27/16;8/28/16;OUT;4;4;0;;2,98917982409653;Lukula;249;425;350;75
PNLTHA3;Mokamo;;-4,342813;17,952709;Village;Torr visit August 2016;8/19/16;7;16;Richard's original pond village study;5/12/17;5/14/17;;0;2;0;trap near pigs;2,98917982409653;Lukula;249;425;350;75
PNLTHA3;Mokamo;;-4,342813;17,952709;Village;Torr visit August 2016;8/19/16;7;16;Selby August 2016;8/25/16;8/27/16;OUT;3;3;0;;2,98917982409653;Lukula;249;425;350;75
PNLTHA3;Mokamo;;-4,342813;17,952709;Village;Torr visit August 2016;8/19/16;7;16;Richard's original pond village study;3/6/17;3/8/17;;0;0;0;;2,98917982409653;Lukula;249;425;350;75
PNLTHA3;Mokamo;;-4,342813;17,952709;Village;Torr visit August 2016;8/19/16;7;16;Torr visit August 2016;8/19/16;8/21/16;OUT;0;0;0;;3,21510603887804;Lukula;327;425;351;74
PNLTHA3;Mokamo;;-4,342813;17,952709;Village;Torr visit August 2016;8/19/16;7;16;Richard's original pond village study;11/2/16;11/4/16;; ; ; ;Trap taken;2,98917982409653;Lukula;249;425;350;75
PNLTHA4;Mokamo;;-4,341894;17,953076;Village;Torr visit August 2016;8/19/16;6;4;Selby August 2016;8/21/16;8/25/16;OUT;0;0;0;no grease;3,27563667210102;Lukula;335;418;351;67
PNLTHA4;Mokamo;;-4,341894;17,953076;Village;Torr visit August 2016;8/19/16;6;4;Selby August 2016;8/25/16;8/27/16;OUT;3;0;0;;2,94404313430381;Lukula;250;418;350;68
PNLTHA4;Mokamo;;-4,341894;17,953076;Village;Torr visit August 2016;8/19/16;6;4;Torr visit August 2016;8/19/16;8/21/16;OUT;0;0;0;While setting the trap, Selby was fed upon by a tsetse. Fly was dispatched, but not counted in the trap;3,27563667210102;Lukula;335;418;351;67
PNLTHA4;Mokamo;;-4,341894;17,953076;Village;Torr visit August 2016;8/19/16;6;4;Selby August 2016;8/27/16;8/28/16;OUT;1;0;0;;2,94404313430381;Lukula;250;418;350;68
PNLTHA4;Mokamo;;-4,341894;17,953076;Village;Torr visit August 2016;8/19/16;6;4;Richard's original pond village study;11/2/16;11/4/16;;0;0;0;;2,94404313430381;Lukula;250;418;350;68
PNLTHA4;Mokamo;;-4,341894;17,953076;Village;Torr visit August 2016;8/19/16;6;4;Richard's original pond village study;3/6/17;3/8/17;;0;0;0;;2,94404313430381;Lukula;250;418;350;68
SAK01;Sakambanza;;-4,60839;17,887312;;T0;7/15/15;9;4;T0;7/15/15;7/17/15;IN;0;4;0;; ; ; ;367; ; 
SAK01;Sakambanza;;-4,60839;17,887312;;T0;7/15/15;9;4;T6;2/11/17;2/13/17;IN;0;0;0;;0,0180300449067222;Lukula;0;367;367;0
SAK01;Sakambanza;;-4,60839;17,887312;;T0;7/15/15;9;4;T7;4/30/17;5/2/17;IN;0;0;0;;0,010673134904819;Lukula;0;367;367;0
SAK01;Sakambanza;;-4,60839;17,887312;;T0;7/15/15;9;4;T1;11/14/15;11/16/15;IN;0;0;0;;0,0209102687928135;Lukula;0;367;367;0
SAK01;Sakambanza;;-4,60839;17,887312;;T0;7/15/15;9;4;T4;7/26/16;7/28/16;IN;0;0;0;;0,0180300449067222;Lukula;0;367;367;0
SAK01;Sakambanza;;-4,60839;17,887312;;T0;7/15/15;9;4;T8;7/22/17;7/24/17;IN;0;0;0;;0,00656090642881294;Lukula;0;367;367;0
SAK01;Sakambanza;;-4,60839;17,887312;;T0;7/15/15;9;4;T2;2/6/16;2/8/16;IN;0;0;0;;0,0180300449067222;Lukula;0;367;367;0
SAK01;Sakambanza;;-4,60839;17,887312;;T0;7/15/15;9;4;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,0180300449067222;Lukula;0;367;367;0
SAK01;Sakambanza;;-4,60839;17,887312;;T0;7/15/15;9;4;T3;4/25/16;4/27/16;IN;0;0;0;;0,0180300449067222;Lukula;0;367;367;0
SAK02;Sakambanza;;-4,607342;17,887517;;T0;7/15/15;9;0;T0;7/15/15;7/17/15;IN;0;0;0;; ; ; ;367; ; 
SAK02;Sakambanza;;-4,607342;17,887517;;T0;7/15/15;9;0;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00704158351282929;Lukula;0;367;367;0
SAK02;Sakambanza;;-4,607342;17,887517;;T0;7/15/15;9;0;T8;7/22/17;7/24/17;IN;0;0;0;;0,00621017505400872;Lukula;0;367;367;0
SAK02;Sakambanza;;-4,607342;17,887517;;T0;7/15/15;9;0;T2;2/6/16;2/8/16;IN;0;0;0;;0,00704158351282929;Lukula;0;367;367;0
SAK02;Sakambanza;;-4,607342;17,887517;;T0;7/15/15;9;0;T4;7/26/16;7/28/16;IN;0;0;0;;0,00704158351282929;Lukula;0;367;367;0
SAK02;Sakambanza;;-4,607342;17,887517;;T0;7/15/15;9;0;T3;4/25/16;4/27/16;IN;0;0;0;;0,00704158351282929;Lukula;0;367;367;0
SAK02;Sakambanza;;-4,607342;17,887517;;T0;7/15/15;9;0;T7;4/30/17;5/2/17;IN;0;0;0;;0,00621017505400872;Lukula;0;367;367;0
SAK02;Sakambanza;;-4,607342;17,887517;;T0;7/15/15;9;0;T1;11/14/15;11/16/15;IN;0;0;0;;0,00704158351282929;Lukula;0;367;367;0
SAK02;Sakambanza;;-4,607342;17,887517;;T0;7/15/15;9;0;T6;2/11/17;2/13/17;IN;0;0;0;;0,00704158351282929;Lukula;0;367;367;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0;T0;7/15/15;7/17/15;IN;0;0;0;; ; ; ;367; ; 
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0;T3;4/25/16;4/27/16;IN;0;0;0;;0,0182601074140682;Lukula;0;367;367;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0;T6;2/11/17;2/13/17;IN;0;0;0;;0,0182601074140682;Lukula;0;367;367;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,0182601074140682;Lukula;0;367;367;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0;T7;4/30/17;5/2/17;IN;0;0;0;;0,00895797094538446;Lukula;0;367;367;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0;T4;7/26/16;7/28/16;IN;0;0;0;;0,0182601074140682;Lukula;0;367;367;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0;T8;7/22/17;7/24/17;IN;0;0;0;;0,00895797094538446;Lukula;0;367;367;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0;T2;2/6/16;2/8/16;IN;0;0;0;;0,0182601074140682;Lukula;0;367;367;0
SAK03;Sakambanza;;-4,607913;17,887352;;T0;7/15/15;9;0;T1;11/14/15;11/16/15;IN;0;0;0;;0,0246406836015127;Lukula;0;367;367;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0;T0;7/15/15;7/17/15;IN;0;0;0;; ; ; ;367; ; 
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0;T6;2/11/17;2/13/17;IN;0;0;0;;0,0195832430583427;Lukula;0;367;367;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0;T2;2/6/16;2/8/16;IN;0;0;0;;0,0195832430583427;Lukula;0;367;367;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0;T1;11/14/15;11/16/15;IN;0;0;0;;0,0195832430583427;Lukula;0;367;367;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0;T8;7/22/17;7/24/17;IN;0;0;0;;0,00391045883572416;Lukula;0;367;367;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0;T7;4/30/17;5/2/17;IN;0;0;0;;0,0184219357414917;Lukula;0;367;367;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,0195832430583427;Lukula;0;367;367;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0;T4;7/26/16;7/28/16;IN;0;0;0;;0,0195832430583427;Lukula;0;367;367;0
SAK04;Sakambanza;;-4,608768;17,887172;;T0;7/15/15;9;0;T3;4/25/16;4/27/16;IN;0;0;0;;0,0195832430583427;Lukula;0;367;367;0
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8;T6;2/11/17;2/13/17;IN;0;1;0;;0,00664420221643759;Lukula;0;367;367;0
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8;T2;2/6/16;2/8/16;IN;0;1;0;;0,0103933741235255;Lukula;0;367;367;0
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8;T8;7/22/17;7/24/17;IN;0;0;0;;0,00664420221643759;Lukula;0;367;367;0
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8;T1;11/14/15;11/16/15;IN;0;1;0;;0,0103933741235255;Lukula;0;367;367;0
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8;T4;7/26/16;7/28/16;IN;0;2;0;;0,0103933741235255;Lukula;0;367;367;0
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00664420221643759;Lukula;0;367;367;0
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8;T0;7/15/15;7/17/15;IN;2;1;0;; ; ; ;367; ; 
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8;T3;4/25/16;4/27/16;IN;0;0;0;;0,0103933741235255;Lukula;0;367;367;0
SAK05;Sakambanza;;-4,608733;17,886767;;T0;7/15/15;9;8;T7;4/30/17;5/2/17;IN;0;0;0;;0,00664420221643759;Lukula;0;367;367;0
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,0035662945010192;Lukula;0;367;367;0
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11;T1;11/14/15;11/16/15;IN;0;1;0;;0,0035662945010192;Lukula;0;367;367;0
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11;T3;4/25/16;4/27/16;IN;0;0;0;;0,0035662945010192;Lukula;0;367;367;0
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11;T7;4/30/17;5/2/17;IN;0;0;0;;0,0035662945010192;Lukula;0;367;367;0
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11;T2;2/6/16;2/8/16;IN;0;0;0;;0,0035662945010192;Lukula;0;367;367;0
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11;T0;7/15/15;7/17/15;IN;1;9;0;; ; ; ;367; ; 
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11;T8;7/22/17;7/24/17;IN;0;0;0;;0,0035662945010192;Lukula;0;367;367;0
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11;T6;2/11/17;2/13/17;IN;0;0;0;;0,0035662945010192;Lukula;0;367;367;0
SAK06;Sakambanza;;-4,6081;17,886867;;T0;7/15/15;9;11;T4;7/26/16;7/28/16;IN;0;0;0;;0,0035662945010192;Lukula;0;367;367;0
SAK07;Sakambanza;;-4,607617;17,88695;;T0;7/15/15;9;11;T2;2/6/16;2/8/16;IN;0;0;0;;0,00544725488811741;Lukula;0;367;367;0
SAK07;Sakambanza;;-4,607617;17,88695;;T0;7/15/15;9;11;T7;4/30/17;5/2/17;IN;1;1;0;;0,00544725488811741;Lukula;0;367;367;0
